studentid,cgpa,internships,projects,workshops/certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
4906,7.4,1,1,0,80,4.1,No,Yes,75,68,
4907,7.8,2,3,2,90,4.8,Yes,Yes,71,84,1.0
4908,7.9,0,2,1,76,4.7,Yes,Yes,82,82,
4909,8.4,1,2,1,87,4.7,No,Yes,76,67,
4910,6.9,1,1,1,64,3.5,No,No,68,66,
4911,6.7,1,1,0,83,4.2,No,No,55,57,
4912,7.1,1,2,1,73,3.9,No,Yes,79,72,1.0
4913,7.6,0,1,0,81,4.4,Yes,Yes,84,83,1.0
4914,7.5,0,3,2,78,4.2,Yes,Yes,81,86,
4915,7.9,1,3,1,81,4.5,No,Yes,75,73,1.0
4916,7.5,0,3,2,90,4.3,No,Yes,89,86,1.0
4917,8.0,2,3,2,90,4.8,Yes,Yes,68,85,1.0
4918,7.4,0,2,1,76,4.0,No,Yes,69,73,
4919,8.5,2,1,0,86,4.5,Yes,Yes,80,82,1.0
4920,8.0,0,3,1,83,4.4,Yes,Yes,83,79,1.0
4921,7.3,1,2,1,67,4.6,No,No,59,80,
4922,6.6,1,2,1,62,3.7,No,Yes,73,60,
4923,8.5,2,3,2,90,4.6,Yes,Yes,80,87,1.0
4924,7.5,1,3,1,66,3.8,No,Yes,69,72,
4925,7.7,1,1,0,79,4.6,No,No,88,61,
4926,7.6,1,2,1,67,4.4,Yes,Yes,61,73,1.0
4927,8.6,2,3,2,90,4.8,Yes,Yes,73,88,1.0
4928,8.4,1,3,0,86,4.7,Yes,Yes,80,70,1.0
4929,7.7,1,1,3,79,4.1,Yes,Yes,82,82,1.0
4930,8.2,1,3,2,86,4.8,Yes,Yes,86,83,1.0
4931,8.6,2,3,2,90,4.8,Yes,Yes,76,88,1.0
4932,6.5,1,2,1,79,4.1,No,Yes,60,60,
4933,8.5,1,2,0,75,4.5,No,Yes,65,73,
4934,7.5,1,2,1,90,3.8,Yes,Yes,82,86,1.0
4935,6.7,1,2,1,68,4.3,No,Yes,56,68,
4936,8.4,2,3,2,90,4.8,Yes,Yes,69,83,1.0
4937,7.5,1,1,0,60,3.7,No,Yes,55,74,
4938,8.5,1,1,2,82,4.4,Yes,Yes,82,85,1.0
4939,8.5,1,2,2,90,4.6,Yes,Yes,79,84,1.0
4940,7.6,1,3,0,90,4.8,Yes,Yes,75,85,1.0
4941,7.6,1,3,0,75,4.2,Yes,No,76,76,1.0
4942,8.3,0,3,2,90,4.8,Yes,No,90,84,1.0
4943,8.1,2,3,2,89,4.6,Yes,Yes,73,83,
4944,6.7,1,2,1,76,3.2,No,Yes,55,80,
4945,7.7,1,3,1,78,3.9,Yes,No,66,83,
4946,6.7,0,1,0,77,4.1,No,No,63,68,
4947,6.5,0,1,0,60,3.9,No,No,64,66,
4948,6.7,1,1,2,89,4.3,Yes,Yes,73,67,
4949,8.5,2,3,2,83,4.6,Yes,Yes,73,81,1.0
4950,7.7,1,2,2,80,4.5,No,Yes,78,84,1.0
4951,8.1,0,2,2,75,4.3,Yes,Yes,84,88,1.0
4952,6.5,2,1,1,73,4.3,Yes,No,86,81,
4953,8.0,1,3,1,87,3.9,No,Yes,56,66,
4954,7.4,1,2,0,69,4.1,No,No,58,71,
4955,7.4,1,2,1,71,3.5,No,No,74,64,
4956,8.2,2,1,0,79,4.6,Yes,No,63,65,
4957,7.4,1,2,1,71,4.1,No,Yes,62,72,
4958,7.9,1,3,1,76,4.3,No,No,62,65,
4959,8.1,2,1,1,75,4.7,Yes,Yes,60,70,
4960,8.3,2,3,2,90,4.8,Yes,Yes,90,85,1.0
4961,8.1,0,2,2,86,4.6,Yes,Yes,57,79,
4962,8.4,2,3,2,90,4.8,Yes,Yes,70,86,1.0
4963,9.1,1,1,0,75,3.8,No,No,55,62,1.0
4964,8.2,1,3,2,90,4.8,Yes,Yes,77,87,1.0
4965,7.7,0,1,0,82,4.1,No,Yes,56,75,
4966,6.7,1,1,1,68,4.8,Yes,No,57,65,
4967,8.3,2,3,2,90,4.7,Yes,Yes,85,82,1.0
4968,8.0,1,3,2,90,4.8,Yes,Yes,69,85,
4969,8.3,2,3,2,87,4.7,Yes,Yes,84,80,1.0
4970,7.9,1,3,2,89,4.8,Yes,Yes,78,84,1.0
4971,7.5,1,1,0,63,4.5,No,Yes,59,58,
4972,8.0,2,3,0,90,4.8,Yes,Yes,89,80,1.0
4973,8.5,2,1,0,79,4.8,Yes,No,55,72,1.0
4974,7.9,1,2,3,80,4.7,Yes,Yes,78,73,
4975,7.7,0,1,1,78,4.6,Yes,Yes,74,66,
4976,7.4,1,2,1,74,3.9,No,Yes,76,74,
4977,6.5,1,2,1,77,4.0,No,No,55,63,
4978,7.7,2,2,0,75,4.5,Yes,Yes,78,72,
4979,7.5,1,2,1,79,4.4,Yes,No,55,77,1.0
4980,8.6,1,3,2,90,4.8,Yes,Yes,78,87,1.0
4981,8.5,2,3,2,90,4.8,Yes,Yes,82,87,1.0
4982,7.5,1,1,0,66,3.9,No,Yes,55,78,
4983,7.6,0,1,0,82,4.3,No,Yes,71,72,
4984,7.5,0,1,0,72,4.3,No,Yes,56,66,
4985,7.5,0,1,0,71,3.8,No,Yes,59,69,
4986,7.0,1,3,2,87,3.9,Yes,Yes,64,72,
4987,6.5,1,1,1,84,4.4,Yes,Yes,72,87,1.0
4988,7.6,2,2,2,83,4.8,Yes,Yes,71,85,1.0
4989,7.7,1,1,1,68,4.6,Yes,No,65,65,
4990,7.7,1,1,1,64,3.9,No,No,58,66,
4991,6.6,0,1,1,68,3.8,No,No,64,67,
4992,6.9,1,1,0,61,3.5,No,No,66,66,
4993,7.4,2,2,1,81,4.4,Yes,Yes,66,88,1.0
4994,8.1,2,2,0,83,4.4,No,No,74,82,
4995,6.9,0,1,0,81,4.0,No,Yes,74,71,
4996,8.3,0,3,2,80,4.7,Yes,Yes,79,85,
4997,7.7,1,3,2,81,4.7,Yes,Yes,73,66,
4998,8.5,1,1,2,75,4.8,No,Yes,75,62,1.0
4999,7.5,1,2,0,83,4.2,No,Yes,60,71,
5000,8.1,0,2,1,88,4.8,No,Yes,62,81,1.0
5001,7.9,0,2,2,85,4.8,Yes,Yes,75,83,
5002,7.7,2,3,2,89,4.5,No,Yes,74,85,
5003,7.5,0,3,2,83,4.4,Yes,Yes,78,88,1.0
5004,8.2,1,3,0,82,4.1,Yes,Yes,85,86,
5005,8.6,1,2,1,73,4.7,Yes,Yes,76,66,
5006,6.7,1,1,1,77,3.4,No,Yes,59,72,
5007,7.6,0,1,1,80,4.6,No,No,55,64,
5008,6.5,0,3,0,88,4.8,Yes,Yes,85,84,1.0
5009,8.2,2,3,2,90,4.8,Yes,No,77,83,1.0
5010,7.7,2,1,2,79,4.6,Yes,Yes,57,80,1.0
5011,7.5,1,2,1,83,4.0,No,Yes,67,71,
5012,6.5,0,1,1,60,3.7,No,No,61,68,
5013,7.4,2,2,0,66,4.2,Yes,No,69,69,
5014,8.2,1,1,0,71,3.6,Yes,Yes,55,65,
5015,6.5,0,1,1,66,4.4,No,No,69,67,
5016,6.5,1,1,1,71,3.7,No,Yes,67,64,
5017,8.7,2,3,2,77,4.8,Yes,No,89,87,1.0
5018,7.6,1,1,0,75,4.0,No,No,55,57,
5019,8.2,1,1,0,86,4.6,No,Yes,79,61,
5020,8.1,2,2,2,85,4.5,No,Yes,71,83,
5021,8.1,0,3,0,77,3.9,Yes,No,69,65,
5022,8.4,2,3,2,90,4.8,Yes,Yes,85,81,1.0
5023,8.3,1,3,2,86,4.8,Yes,Yes,80,84,1.0
5024,7.5,0,1,2,81,4.1,Yes,Yes,84,81,
5025,6.6,1,1,1,77,4.0,No,No,57,66,
5026,8.3,1,2,2,90,4.8,Yes,Yes,78,85,1.0
5027,8.3,2,3,2,89,4.8,Yes,Yes,83,82,1.0
5028,8.1,1,1,1,74,4.5,No,No,70,62,
5029,8.3,1,3,1,83,4.8,Yes,No,65,80,
5030,6.5,0,1,1,87,4.8,No,No,55,72,
5031,6.8,1,1,1,61,3.5,No,No,66,72,
5032,8.0,1,3,0,80,4.7,No,Yes,68,83,1.0
5033,8.2,2,3,2,90,4.8,Yes,Yes,75,85,1.0
5034,7.7,0,2,0,88,4.8,Yes,No,77,81,
5035,7.6,1,1,1,81,4.0,No,Yes,65,65,
5036,7.5,1,1,0,60,3.9,No,No,55,69,
5037,8.4,2,3,2,90,4.8,Yes,Yes,76,86,1.0
5038,7.8,1,2,1,81,3.7,No,Yes,55,83,
5039,8.4,0,3,2,84,4.5,Yes,No,85,84,1.0
5040,7.5,1,3,1,83,4.4,Yes,Yes,77,87,1.0
5041,8.3,2,2,0,79,4.5,Yes,Yes,82,66,1.0
5042,6.5,2,1,2,79,4.4,No,No,55,66,
5043,8.2,1,3,2,89,4.3,Yes,No,84,82,1.0
5044,6.5,1,2,1,78,4.1,No,No,78,63,
5045,6.5,1,1,1,79,4.6,Yes,Yes,56,68,
5046,8.3,1,3,0,77,4.8,Yes,Yes,74,57,
5047,8.2,2,3,3,90,4.8,Yes,Yes,69,88,
5048,6.6,1,1,1,68,3.3,Yes,No,60,62,
5049,8.3,1,2,3,85,4.6,Yes,Yes,69,86,1.0
5050,8.0,1,1,1,83,4.2,Yes,Yes,78,79,
5051,6.6,1,2,0,87,4.6,No,Yes,80,71,
5052,8.1,2,3,2,90,4.7,Yes,Yes,86,81,1.0
5053,8.5,2,2,2,88,4.8,Yes,Yes,76,86,1.0
5054,7.5,1,1,0,75,3.9,No,Yes,55,64,
5055,6.5,0,1,0,71,3.7,No,Yes,71,65,
5056,7.6,2,3,2,90,4.5,Yes,Yes,75,83,1.0
5057,8.6,0,3,2,81,3.9,Yes,Yes,82,71,1.0
5058,6.8,1,1,0,76,4.0,No,No,60,58,
5059,8.0,1,3,2,81,4.0,Yes,Yes,81,86,1.0
5060,7.7,1,1,0,71,4.3,No,Yes,55,66,
5061,7.5,0,1,1,60,4.2,No,No,59,74,
5062,6.9,1,2,0,66,4.4,Yes,Yes,57,84,1.0
5063,8.3,2,3,2,90,4.8,Yes,Yes,84,86,1.0
5064,7.6,1,1,1,82,4.3,No,No,62,60,1.0
5065,6.5,2,1,1,72,4.4,No,Yes,55,66,
5066,6.6,1,2,0,79,4.4,No,Yes,66,68,
5067,6.8,0,1,1,64,3.8,No,No,55,71,
5068,8.6,1,3,2,90,4.6,Yes,Yes,85,81,1.0
5069,8.1,2,3,0,90,4.6,Yes,Yes,80,81,1.0
5070,8.2,2,3,2,84,4.8,Yes,Yes,71,83,1.0
5071,8.7,1,1,0,75,4.4,Yes,No,71,57,
5072,7.3,1,3,1,71,3.8,Yes,Yes,79,81,
5073,7.4,1,1,1,82,4.1,No,No,60,65,
5074,7.6,1,2,1,84,4.7,No,No,69,72,
5075,6.5,1,2,0,87,4.3,No,No,63,68,
5076,8.5,2,3,2,77,4.5,Yes,Yes,81,85,1.0
5077,7.5,0,2,1,72,4.5,Yes,No,67,64,
5078,7.3,1,1,0,65,3.9,No,No,69,67,
5079,6.5,1,1,1,64,4.4,Yes,No,57,61,
5080,8.4,2,3,2,90,4.8,Yes,Yes,80,85,1.0
5081,8.0,2,3,2,90,4.7,Yes,Yes,77,70,
5082,8.0,2,3,2,90,4.8,Yes,Yes,76,88,1.0
5083,8.3,2,1,2,81,4.8,Yes,No,89,83,
5084,7.0,0,1,0,75,3.8,Yes,No,59,72,
5085,8.3,2,3,2,89,3.9,Yes,Yes,78,88,
5086,7.7,1,0,0,65,3.9,Yes,No,55,71,
5087,7.9,0,1,1,74,3.9,Yes,Yes,79,62,
5088,8.6,1,3,0,90,4.8,Yes,Yes,86,80,1.0
5089,7.8,1,3,1,77,3.6,No,Yes,55,64,
5090,7.4,1,1,1,61,4.1,No,Yes,55,69,
5091,7.4,1,1,0,64,4.2,Yes,Yes,61,70,
5092,8.4,1,3,2,90,4.3,Yes,Yes,84,80,1.0
5093,7.4,1,1,1,77,4.1,Yes,Yes,73,74,
5094,8.3,2,3,1,88,3.8,Yes,Yes,58,87,1.0
5095,6.5,0,1,0,64,3.9,No,Yes,58,68,
5096,7.7,0,1,0,79,4.0,No,Yes,59,59,
5097,8.4,2,3,2,90,4.7,Yes,Yes,79,87,1.0
5098,8.3,0,1,0,73,3.8,Yes,Yes,72,80,
5099,6.5,0,1,1,69,3.9,No,No,55,75,
5100,8.4,1,3,0,90,4.7,Yes,Yes,74,83,1.0
5101,6.6,1,1,1,60,3.9,No,Yes,56,58,
5102,8.4,2,2,2,85,4.8,Yes,No,72,82,
5103,8.7,0,3,2,88,4.7,Yes,Yes,85,82,1.0
5104,8.3,1,3,2,90,4.7,Yes,Yes,86,86,1.0
5105,6.6,1,1,1,87,4.7,No,Yes,55,69,
5106,6.7,2,3,2,82,4.8,Yes,No,84,82,1.0
5107,8.4,2,3,2,90,4.7,Yes,Yes,80,88,1.0
5108,7.7,1,3,2,90,4.7,Yes,Yes,82,73,1.0
5109,7.6,1,1,0,67,3.8,No,No,55,64,
5110,7.8,1,2,0,80,4.7,Yes,Yes,55,66,
5111,8.1,1,3,2,90,4.8,Yes,Yes,79,84,1.0
5112,6.5,1,1,0,72,3.8,No,No,55,68,
5113,7.2,0,2,1,78,4.4,No,Yes,79,61,
5114,6.6,1,3,0,77,3.7,No,Yes,55,65,
5115,7.5,1,3,2,78,4.7,Yes,Yes,79,81,
5116,7.6,1,1,1,75,3.6,No,Yes,65,66,
5117,8.6,0,3,2,90,4.8,Yes,Yes,75,86,1.0
5118,6.8,0,1,0,73,4.5,No,No,59,60,
5119,7.4,2,1,0,78,3.6,No,No,55,70,
5120,7.9,1,3,2,89,4.6,Yes,Yes,83,86,1.0
5121,8.0,1,3,2,81,4.8,Yes,No,64,85,
5122,8.3,2,2,2,90,4.8,Yes,Yes,71,83,1.0
5123,7.8,0,2,0,79,4.5,Yes,No,80,81,
5124,7.8,1,1,2,75,4.1,No,Yes,55,82,
5125,7.7,0,1,0,65,4.6,No,No,58,59,
5126,7.6,1,2,0,77,4.0,No,Yes,64,65,
5127,8.0,1,1,0,69,3.6,No,No,55,62,
5128,6.6,0,1,0,77,3.7,No,No,61,60,
5129,7.7,1,1,0,74,4.1,Yes,Yes,73,63,
5130,6.7,1,1,1,76,3.9,No,No,62,65,
5131,7.7,0,1,0,73,4.3,Yes,No,55,57,1.0
5132,8.0,1,1,0,82,4.5,Yes,Yes,73,66,
5133,6.6,0,1,1,68,4.1,No,Yes,55,66,
5134,7.5,1,1,0,68,4.3,No,Yes,55,68,
5135,8.0,2,3,2,90,4.4,Yes,Yes,80,88,1.0
5136,7.5,1,3,1,81,4.6,Yes,Yes,72,80,
5137,6.5,0,1,0,88,4.3,Yes,Yes,76,88,1.0
5138,7.4,2,1,1,78,4.3,No,No,55,68,
5139,8.4,1,3,0,90,4.5,Yes,Yes,59,82,1.0
5140,7.5,1,1,0,72,4.1,No,No,55,72,
5141,8.5,2,3,2,90,4.8,Yes,Yes,78,83,1.0
5142,6.6,0,2,0,79,4.2,Yes,No,62,79,
5143,7.6,2,1,0,78,3.9,No,No,83,69,1.0
5144,8.1,1,3,2,90,4.8,Yes,Yes,84,82,1.0
5145,8.8,1,3,2,90,4.8,Yes,Yes,77,83,1.0
5146,7.5,0,3,1,84,4.5,No,Yes,77,78,
5147,7.9,1,3,0,82,4.5,Yes,Yes,76,72,
5148,6.5,1,1,1,67,4.0,No,Yes,56,65,
5149,8.7,2,3,2,90,4.8,Yes,Yes,73,84,1.0
5150,8.4,1,3,1,86,4.5,Yes,Yes,75,82,
5151,7.4,1,1,0,66,4.4,No,No,55,70,
5152,8.1,2,3,2,87,3.9,Yes,Yes,57,77,
5153,6.5,1,2,0,74,3.4,No,No,59,70,
5154,7.7,1,1,2,85,3.6,No,No,58,72,1.0
5155,6.5,1,1,0,75,4.1,No,No,55,71,
5156,7.1,0,1,0,70,3.8,No,Yes,59,62,
5157,8.1,0,3,2,87,4.2,Yes,Yes,67,84,1.0
5158,7.8,2,1,2,90,4.7,Yes,No,81,85,1.0
5159,8.2,1,2,2,78,4.1,Yes,Yes,70,82,
5160,7.4,1,1,0,72,3.6,No,Yes,63,72,
5161,8.2,1,1,0,68,4.0,No,Yes,83,64,
5162,7.8,1,2,2,76,4.4,No,Yes,55,67,
5163,7.6,2,1,1,63,4.8,No,Yes,78,71,1.0
5164,7.9,1,2,0,82,4.7,Yes,Yes,79,80,
5165,6.5,1,3,1,86,4.5,Yes,Yes,82,82,1.0
5166,6.6,1,3,2,85,4.7,Yes,Yes,77,84,1.0
5167,7.9,1,3,2,90,3.6,Yes,Yes,70,83,1.0
5168,8.8,2,3,2,84,4.3,Yes,Yes,82,81,1.0
5169,8.2,2,3,1,90,4.7,Yes,Yes,79,85,1.0
5170,7.6,2,1,1,84,4.5,No,No,76,63,
5171,8.4,2,3,2,90,4.8,Yes,Yes,76,88,1.0
5172,8.2,1,1,1,78,3.6,No,Yes,60,69,
5173,7.5,1,2,0,71,4.7,No,Yes,55,72,
5174,7.7,1,3,3,82,4.4,Yes,Yes,76,84,1.0
5175,7.6,2,2,0,84,4.1,No,Yes,55,75,
5176,7.4,1,1,0,77,4.1,No,Yes,55,68,
5177,7.4,1,1,0,79,4.0,Yes,Yes,67,79,1.0
5178,7.4,2,3,2,90,4.6,Yes,No,74,87,1.0
5179,6.5,0,1,1,67,3.1,No,No,61,61,
5180,7.3,0,2,1,79,4.2,Yes,No,78,69,
5181,7.7,1,1,0,70,4.8,Yes,Yes,55,73,
5182,8.2,1,3,2,86,4.6,Yes,No,83,82,1.0
5183,8.4,2,3,2,90,4.8,Yes,Yes,86,84,1.0
5184,6.9,1,1,1,90,3.9,No,No,55,67,
5185,8.1,2,2,2,76,4.3,Yes,Yes,72,87,1.0
5186,7.7,0,1,0,74,3.7,No,No,65,68,
5187,6.5,0,3,2,85,4.6,Yes,Yes,81,84,1.0
5188,7.6,0,3,2,78,4.8,No,Yes,78,79,1.0
5189,8.1,1,2,0,74,4.2,No,Yes,55,67,
5190,7.4,0,1,0,80,4.3,Yes,Yes,63,63,
5191,7.4,0,1,0,80,3.4,No,No,70,70,
5192,7.4,1,1,0,67,4.1,No,Yes,60,73,
5193,6.5,1,2,0,70,3.4,No,No,58,72,
5194,8.1,1,2,1,81,4.7,Yes,Yes,61,84,
5195,6.5,0,1,2,80,4.1,No,Yes,74,82,
5196,7.8,1,2,0,84,4.5,No,No,55,62,
5197,8.3,1,1,2,88,3.8,Yes,Yes,89,68,1.0
5198,7.7,2,3,3,82,4.5,Yes,Yes,82,81,1.0
5199,7.5,1,3,0,82,4.8,Yes,Yes,65,80,
5200,6.5,0,1,0,69,3.6,No,Yes,71,72,
5201,6.9,1,3,0,85,4.4,Yes,Yes,59,86,1.0
5202,8.0,0,1,0,83,3.3,No,Yes,58,70,
5203,7.7,0,1,0,74,3.8,No,No,63,70,
5204,7.6,1,2,0,81,4.7,Yes,Yes,82,83,
5205,7.3,1,1,0,66,3.7,No,No,59,68,
5206,7.4,0,1,0,79,4.0,No,Yes,55,66,
5207,7.8,2,3,2,82,4.2,Yes,Yes,63,84,1.0
5208,8.6,1,1,2,73,3.8,Yes,No,64,64,
5209,6.5,0,1,0,85,3.9,No,No,55,69,
5210,8.6,1,3,2,86,4.7,Yes,Yes,81,82,1.0
5211,6.9,2,1,2,84,4.7,Yes,Yes,73,82,
5212,7.5,1,1,2,84,4.8,Yes,No,83,81,
5213,7.5,1,1,0,75,4.0,No,Yes,64,66,
5214,6.5,0,2,1,65,4.4,No,No,60,69,
5215,7.4,1,2,0,68,4.2,No,Yes,55,60,
5216,7.5,1,2,1,76,3.8,No,No,55,63,
5217,7.8,0,1,1,85,4.3,No,No,70,80,1.0
5218,7.7,0,3,1,82,4.1,No,Yes,82,88,1.0
5219,8.5,2,2,1,83,4.3,Yes,No,55,80,
5220,7.4,2,2,0,84,4.3,No,Yes,79,82,
5221,8.0,1,1,1,70,4.6,No,Yes,58,63,
5222,7.5,1,1,1,68,4.3,No,No,55,67,
5223,6.6,0,1,1,75,3.2,No,No,62,68,
5224,7.7,0,2,0,76,3.7,No,Yes,58,67,
5225,8.9,2,3,2,86,4.8,Yes,Yes,79,87,1.0
5226,8.3,1,3,2,82,4.7,Yes,Yes,66,68,1.0
5227,7.2,1,1,0,71,4.3,No,No,62,72,
5228,8.2,2,3,2,90,4.8,Yes,Yes,70,84,1.0
5229,7.1,1,1,1,72,3.2,No,No,58,64,
5230,6.9,0,1,0,77,3.7,No,Yes,55,66,
5231,7.7,1,1,1,84,4.2,Yes,Yes,55,84,
5232,8.6,0,3,2,81,4.8,Yes,Yes,82,84,1.0
5233,7.4,1,1,1,68,4.1,Yes,Yes,55,67,
5234,8.4,2,1,0,90,4.8,Yes,Yes,63,82,
5235,8.3,1,3,2,87,4.7,Yes,Yes,80,85,1.0
5236,7.4,1,3,0,81,3.7,Yes,Yes,69,74,
5237,8.4,1,1,2,80,4.8,No,No,71,65,1.0
5238,7.7,0,1,2,86,4.5,Yes,Yes,64,68,
5239,6.6,1,1,1,66,4.2,No,Yes,58,68,
5240,7.5,0,2,0,88,4.2,No,No,55,64,1.0
5241,8.6,1,1,3,71,3.9,Yes,No,62,66,1.0
5242,8.4,1,3,0,90,4.6,Yes,Yes,78,87,1.0
5243,8.6,2,3,2,80,4.4,Yes,Yes,81,69,1.0
5244,8.8,1,3,2,88,4.7,Yes,Yes,75,84,1.0
5245,8.6,1,1,0,69,4.7,No,Yes,58,72,
5246,8.4,0,2,3,84,4.4,Yes,Yes,55,82,1.0
5247,7.3,0,1,0,72,4.0,No,No,55,72,
5248,7.5,0,1,0,68,3.6,No,No,59,63,
5249,8.4,1,1,1,84,4.2,Yes,No,73,74,
5250,8.1,1,2,1,75,4.2,Yes,No,76,69,
5251,8.3,0,2,2,83,4.3,Yes,Yes,70,83,1.0
5252,6.9,1,1,1,67,3.9,No,Yes,62,66,
5253,8.1,0,2,1,75,4.1,No,Yes,55,69,1.0
5254,7.5,0,1,0,66,3.7,No,Yes,61,66,
5255,7.4,0,1,0,61,3.7,No,Yes,57,63,
5256,7.8,1,3,3,84,3.9,Yes,Yes,64,72,
5257,8.2,2,2,0,88,4.1,Yes,Yes,63,77,
5258,6.5,1,1,0,81,4.2,No,Yes,67,65,
5259,7.8,0,2,0,83,4.8,No,No,62,68,
5260,8.3,0,2,1,80,3.9,Yes,Yes,57,69,
5261,7.4,1,2,2,78,4.5,No,Yes,55,75,
5262,7.5,1,2,1,67,3.8,No,Yes,55,68,
5263,6.5,1,1,1,64,4.1,No,Yes,59,76,
5264,6.6,1,2,0,77,4.1,No,Yes,72,69,
5265,7.7,1,2,0,81,3.9,Yes,Yes,75,77,
5266,8.3,2,3,2,90,4.8,Yes,Yes,77,83,1.0
5267,6.7,1,1,0,67,4.2,No,No,58,66,
5268,8.2,2,3,2,90,4.8,Yes,Yes,83,87,1.0
5269,7.6,1,1,1,74,4.4,Yes,No,55,83,
5270,8.8,2,3,2,84,4.8,Yes,Yes,78,81,1.0
5271,6.9,1,3,0,90,3.8,Yes,Yes,80,78,1.0
5272,8.6,0,1,1,88,4.2,Yes,Yes,81,67,
5273,8.4,1,3,0,78,3.7,No,Yes,73,85,1.0
5274,6.5,1,1,0,76,4.5,Yes,Yes,55,65,1.0
5275,6.8,1,2,0,71,4.3,Yes,Yes,60,59,
5276,8.1,0,3,2,73,4.2,Yes,Yes,88,87,1.0
5277,8.2,1,1,1,81,4.8,No,Yes,60,60,1.0
5278,7.4,1,2,1,68,4.2,Yes,Yes,72,66,
5279,6.5,1,2,0,86,4.4,Yes,Yes,66,69,1.0
5280,7.5,1,3,3,89,4.4,Yes,Yes,85,85,1.0
5281,8.4,1,2,0,81,4.1,No,Yes,81,71,1.0
5282,8.0,2,3,2,90,4.8,Yes,Yes,77,83,1.0
5283,8.1,1,3,0,88,4.5,Yes,Yes,78,83,1.0
5284,8.2,1,1,2,87,4.3,Yes,No,69,86,
5285,7.5,1,1,1,61,4.4,No,Yes,55,71,
5286,6.5,1,1,0,77,4.1,No,No,59,57,
5287,6.5,1,1,0,71,3.6,No,No,55,65,
5288,7.9,0,3,0,90,4.4,Yes,No,75,86,1.0
5289,7.8,1,1,0,61,4.1,No,No,57,67,
5290,7.3,2,3,0,90,4.4,No,Yes,55,85,1.0
5291,7.6,1,2,1,81,4.8,Yes,Yes,80,79,
5292,8.1,2,3,2,90,4.8,Yes,Yes,79,83,1.0
5293,6.9,1,1,0,77,3.4,No,No,60,65,
5294,8.4,0,3,2,90,4.8,Yes,Yes,88,84,1.0
5295,6.7,1,1,0,70,3.9,No,Yes,56,67,
5296,7.8,1,3,1,80,4.8,Yes,No,61,81,
5297,8.2,0,3,2,84,4.0,Yes,Yes,80,86,1.0
5298,8.3,2,3,0,82,4.6,Yes,Yes,80,67,1.0
5299,8.1,1,3,0,80,4.7,Yes,Yes,79,84,1.0
5300,6.6,1,1,0,71,4.5,Yes,Yes,64,70,1.0
5301,6.5,1,3,0,86,4.3,Yes,Yes,76,87,
5302,7.7,1,2,2,79,4.8,Yes,Yes,82,82,
5303,8.2,2,1,0,82,4.6,Yes,Yes,74,82,1.0
5304,7.6,2,2,0,73,4.4,Yes,Yes,83,87,1.0
5305,7.6,1,2,0,89,4.5,Yes,Yes,71,82,
5306,8.2,2,3,2,90,4.8,Yes,Yes,77,85,1.0
5307,6.5,0,2,0,87,3.3,No,No,60,67,
5308,7.4,1,1,1,68,4.3,Yes,No,60,69,1.0
5309,7.7,2,3,0,81,4.8,Yes,Yes,81,83,
5310,8.0,1,1,0,83,4.7,No,No,55,66,
5311,7.5,2,1,0,74,4.6,No,No,55,63,
5312,7.7,1,2,0,90,4.8,No,Yes,64,69,1.0
5313,7.9,2,3,1,89,4.8,Yes,Yes,90,86,1.0
5314,8.4,2,3,2,83,4.5,Yes,Yes,74,86,1.0
5315,7.6,1,3,2,84,4.6,Yes,Yes,78,79,
5316,6.9,1,2,1,68,4.5,Yes,Yes,56,65,
5317,8.6,2,1,2,69,3.8,Yes,Yes,74,81,1.0
5318,7.9,1,3,2,66,4.1,No,No,55,58,
5319,7.1,1,2,0,80,3.5,No,No,55,66,
5320,8.2,2,2,2,88,4.2,Yes,Yes,80,86,
5321,7.9,1,2,0,90,4.8,No,Yes,75,85,
5322,6.6,1,2,0,73,4.3,Yes,No,58,66,
5323,7.6,1,1,0,77,4.2,Yes,Yes,68,86,
5324,8.7,1,3,3,89,4.8,Yes,Yes,74,83,
5325,8.1,2,3,2,90,4.8,Yes,Yes,75,88,1.0
5326,8.1,2,3,2,86,4.5,Yes,Yes,80,86,
5327,7.9,0,2,1,87,4.4,No,No,71,70,
5328,8.6,0,3,2,75,4.0,Yes,Yes,78,84,1.0
5329,6.8,1,1,1,60,3.6,No,Yes,55,68,
5330,8.3,1,1,1,77,3.6,No,Yes,55,67,
5331,8.6,2,3,2,90,4.7,Yes,Yes,84,87,1.0
5332,7.6,1,3,0,80,4.6,No,Yes,60,73,1.0
5333,8.4,2,3,2,90,4.8,Yes,Yes,76,86,1.0
5334,7.5,0,1,2,73,3.9,No,Yes,55,67,1.0
5335,8.6,2,3,3,78,4.7,Yes,Yes,75,83,1.0
5336,7.4,1,1,0,60,3.7,No,No,63,64,
5337,8.0,1,3,0,77,4.7,Yes,Yes,60,85,1.0
5338,8.0,2,3,2,90,4.8,Yes,Yes,77,87,1.0
5339,6.7,0,1,2,69,4.4,Yes,No,81,59,
5340,7.5,1,1,1,68,4.6,Yes,Yes,59,65,
5341,6.7,1,2,2,76,3.8,No,Yes,61,61,
5342,7.7,1,1,1,73,3.7,No,Yes,58,64,
5343,7.5,0,1,1,78,3.5,No,Yes,55,78,
5344,7.6,1,1,0,71,4.1,No,Yes,60,69,
