date,startup,industry,sub_industry,city,investment_type,amount_usd,amount_usd_clean,investment_type_grouped
22/05/2018,Cashkumar,consumer internet,P2P Lending Platform,bangalore,seed/ angel funding,"7,35,000",735000.0,seed
23/05/2018,Edyoo,e-commerce,Products For Shoolgoing Children,bangalore,seed/ angel funding,"7,35,000",735000.0,seed
23/05/2018,Aashiyaan,finance,Housing Finance For Low-Income Families,kolkata,seed/ angel funding,"20,00,000",2000000.0,seed
24/05/2018,Smartivity,ed-tech,Designer Of Toys and Learning Projects For Kids,delhi,seed/ angel funding,"20,00,000",2000000.0,seed
24/05/2018,Bonphulapl,clean-tech,Oxygen Optimiser Manufacturer,delhi,seed/ angel funding,"2,93,000",293000.0,seed
27/05/2018,Acko,consumer internet,Online Insurance Platform,mumbai,seed/ angel funding,"1,20,00,000",12000000.0,seed
28/05/2018,HWell24,healthcare,Home Healthcare Aggregator,mumbai,seed/ angel funding,"2,00,000",200000.0,seed
29/05/2018,Toffee,consumer internet,Online Insurance Platform,gurgaon,seed/ angel funding,"15,00,000",1500000.0,seed
29/05/2018,Tonetag,technology,Mobile Payments Technology Platform,bangalore,private equity,"80,00,000",8000000.0,private_equity
30/05/2018,Stellaps,technology,Iot Application Platform In Agriculture,bangalore,private equity,"1,40,00,000",14000000.0,private_equity
31/05/2018,Credright,consumer internet,Lending Platform For SMEs,hyderabad,seed/ angel funding,"13,000,00",1300000.0,seed
02/04/2018,Fitternity,consumer internet,Online Fitness Discovey Platform,mumbai,private equity,"20,00,000",2000000.0,private_equity
02/04/2018,Synctag,technology,Social Media Anlaytics Platform,coimbatore,seed / angel funding,"3,07,600",307600.0,seed
02/04/2018,Finzy,consumer internet,Online Loan Matchmaking Platform,bangalore,seed / angel funding,"13,00,000",1300000.0,seed
04/04/2018,Varthana,finance,Loans and Services To Affordable Private Schools in India,bangalore,private equity,"5,50,00,000",55000000.0,private_equity
05/04/2018,IndigoLearn,ed-tech,Online Education Platform,hyderabad,seed / angel funding,"1,50,000",150000.0,seed
05/04/2018,Vedantu,ed-tech,Interactive Online Tutoring Platform,bangalore,private equity,"1,00,00,000",10000000.0,private_equity
09/04/2018,Kaleidofin,fiinance,Digital Financial Services Platform,chennai,seed / angel funding,"28,00,000",2800000.0,seed
09/04/2018,Pipabella,consumer internet,Fashion Accessories Etailer,mumbai,seed / angel funding,"1,000,000,",1000000.0,seed
09/04/2018,Kriger Campus,ed-tech,Mobile-Based Education Network,delhi,seed / angel funding,"46,140",46140.0,seed
10/04/2018,TravelTriangle,consumer internet,Online Travel Marketplace,gurgaon,private equity,"1,20,00,000",12000000.0,private_equity
12/04/2018,Letsmd,healthcare,Platform To Discover Healthcare Financing Options,delhi,seed / angel funding,"10,00,000",1000000.0,seed
12/04/2018,AyeFinance,finance,Online Lending Platform,gurgaon,debt funding,"46,000,00",4600000.0,debt
13/04/2018,mintifi,finance,Online Lending Platform,mumbai,seed / angel funding,"20,00,000",2000000.0,seed
16/04/2018,icanstay,consumer internet,Online Platform For Luxury Hotel Stay For Business Travelers,delhi,seed / angel funding,"5,00,000",500000.0,seed
18/04/2018,Coverfox,consumer internet,Online Insurance Aggregator,mumbai,private equity,"2,20,00,000",22000000.0,private_equity
19/04/2018,Fyle Technologies,technology,AI Based Expense Management Platform,bangalore,seed / angel funding,"11,000,00",1100000.0,seed
19/04/2018,True Balance,technology,Mobile Balance Checking App,gurgaon,private equity,"2,30,00,000",23000000.0,private_equity
22/04/2018,Doxper,healthcare,Digitized Health-Tech Solutions For Practitioners,mumbai,seed / angel funding,"19,00,000",1900000.0,seed
22/04/2018,Nykaa,consumer internet,Beauty e-tailer,mumbai,private equity,"1,10,00,000",11000000.0,private_equity
23/04/2018,Mihuru,finance,Online Platform Providing Micro Loans For Air Travel,mumbai,seed / angel funding,"1,50,000",150000.0,seed
23/04/2018,Capital Float,finance,Online Lending Platform,bangalore,private equity,"2,20,00,000",22000000.0,private_equity
25/04/2018,Trip shelf,consumer internet,Online Travel Marketplace,delhi,seed / angel funding,"2,46,000",246000.0,seed
26/04/2018,POPxo,technology,Women Focussed Digital Media Platform,delhi,private equity,"55,00,000",5500000.0,private_equity
27/04/2018,1mg,consumer internet,Online Pharmacy Store,gurgaon,private equity,"1,00,00,000",10000000.0,private_equity
30/04/2018,Samco,consumer internet,Online Stock Broker,mumbai,private equity,"75,00,000",7500000.0,private_equity
30/04/2018,MyLoanCare,finance,B2C Online Loans Marketplace,gurgaon,seed / angel funding,"9,78,000",978000.0,seed
01/03/2018,Buddy4studdy,consumer internet,Online Scholarship Portal,noida,private equity,"30,00,000",3000000.0,private_equity
01/03/2018,Urban Ladder,e-commerce,Online Furniture Store,bangalore,private equity,"1,20,00,000",12000000.0,private_equity
03/03/2018,Kuvera,consumer internet,Online Financial Planning,bangalore,seed / angel funding,"2,50,000",250000.0,seed
04/03/2018,Gramophone,technology,Agri-tech,indore,seed/angel funding,"10,00,000",1000000.0,seed
05/03/2018,Wellthy,healthcare,Therapeutics,mumbai,private equity,"21,00,000",2100000.0,private_equity
05/03/2018,MedGenome,healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",bangalore,private equity,"1,00,00,000",10000000.0,private_equity
05/03/2018,Finova Capital,consumer internet,Online Lending,jaipur,private equity,"60,00,000",6000000.0,private_equity
05/03/2018,Hotelogix,technology,Cloud based Online Hotel Management Software,noida,private equity,"50,00,000",5000000.0,private_equity
04/03/2018,Livehealth,consumer internet,Health Service Aggregator Platform,pune,seed / angel funding,"11,00,000",1100000.0,seed
06/03/2018,Ad2pro,technology,"Creative Design, Brand, Media and Technology Platform Solutions",chennai,debt funding,"97,00,000",9700000.0,debt
06/03/2018,Coverfox,consumer internet,Online Insurance Aggregator,mumbai,private equity,"76,00,000",7600000.0,private_equity
08/03/2018,Pepperfry,consumer internet,Online Furniture Shopping Store,mumbai,private equity,"3,84,00,000",38400000.0,private_equity
08/03/2018,Magicpin,consumer internet,Hyperlocal Discovery,gurgaon,debt funding,"10,00,000",1000000.0,debt
12/03/2018,HealthCare,consumer internet,Healthcare Aggregator,mumbai,seed / angel funding,"10,00,000",1000000.0,seed
13/03/2018,PineLabs,technology,Digital Payment Platform,mumbai,private equity,"8,20,00,000",82000000.0,private_equity
14/03/2018,AvailFinance,consumer internet,Online Lending Platform,bangalore,private equity,"1,72,00,000",17200000.0,private_equity
15/03/2018,Grofers,consumer internet,Online Grocery Shop,gurgaon,private equity,"6,20,00,000",62000000.0,private_equity
19/03/2018,Fingerlix,consumer internet,Ready To cook Food Solution,mumbai,debt funding,"13,10,000",1310000.0,debt
19/03/2018,Karma Healthcare,healthcare,Technology enabled equitable healthcare for India,udaipur,seed / angel funding,"5,00,000",500000.0,seed
19/03/2018,Zappfresh,food and beverages,Online Raw Meat E-tailer,gurgaon,seed / angel funding,"30,00,000",3000000.0,seed
19/03/2018,CustomerSucessBox,technology,Customer Success Software for B2B SaaS,gurgaon,seed / angel funding,"10,00,000",1000000.0,seed
22/03/2018,Chargebee,technology,Subscription Billing & Recurring Payments Software,chennai,private equity,"1,80,00,000",18000000.0,private_equity
22/03/2018,i2i Funding,consumer internet,Online loan platform,noida,seed / angel funding,"7,68,000",768000.0,seed
22/03/2018,Slang Labs,technology,Voice-based assistant platform,bangalore,seed / angel funding,"12,40,000",1240000.0,seed
26/03/2018,Cash Suvidha,consumer internet,Online loan platform,delhi,seed / angel funding,"10,00,000",1000000.0,seed
28/03/2018,Roadcast,technology,Fleet management and asset monitoring platform,delhi,private equity,"2,50,000",250000.0,private_equity
28/03/2018,Smartcoin,finance,Micro lending company,bangalore,seed / angel funding,"20,00,000",2000000.0,seed
27/03/2018,The Print,media,News portal,delhi,seed / angel funding,"5,35,000",535000.0,seed
27/03/2018,DriveU,technology,Professional Car Drivers Hiring App,bangalore,private equity,"30,00,000",3000000.0,private_equity
01/02/2018,BigBasket,consumer internet,Online Grocery & Food Store,bangalore,private equity,"30,00,00,000",300000000.0,private_equity
01/02/2018,Zomato,food and beverages,Food Ordering and Restaurant Discovery,gurgaon,private equity,"20,00,00,000",200000000.0,private_equity
05/02/2018,Pratilipi,publishing,E-Publishing,bangalore,private equity,"43,00,000",4300000.0,private_equity
05/02/2018,Asia Institute Of Medical Science,healthcare,Super-specialty Hospital,faridabad,private equity,"2,10,00,000",21000000.0,private_equity
05/02/2018,CollegeDekho,consumer internet,Online platform for Higher Education Services,gurgaon,private equity,"20,00,000",2000000.0,private_equity
06/02/2018,Healthi,healthcare,Preventive Health Checkup,bangalore,private equity,"31,00,000",3100000.0,private_equity
07/02/2018,Swiggy,food and beverages,Online Food Delivery,bangalore,private equity,"10,00,00,000",100000000.0,private_equity
08/02/2018,Shape,healthcare,"Online Portal for Diet,fitness and Beauty",pune,seed / angle funding,"10,00,00,000",100000000.0,seed
08/02/2018,Icertis,consumer internet,Enterprise Contract Management Platform,pune,private equity,"5,00,00,000",50000000.0,private_equity
09/02/2018,healthifyme,healthcare,Mobile Weight Loss Coach,bangalore,private equity,"1,20,00,000",12000000.0,private_equity
09/02/2018,Rupeek,consumer internet,Online Gold Loan,bangalore,private equity,"68,30,000",6830000.0,private_equity
12/02/2018,Lendingkart,finance,Online Lending Platform,bangalore,private equity,"8,70,00,000",87000000.0,private_equity
12/02/2018,Cashify,e-commerce,Online Selling,gurgaon,debt funding,"9,35,089",935089.0,debt
13/02/2018,holachef,food and beverages,Online Food Delivery,mumbai,seed / angle funding,"3,11,200",311200.0,seed
13/02/2018,IMAX Program,ed-tech,Individualised Progressive Learning Program,bangalore,private equity,"1,35,00,000",13500000.0,private_equity
14/02/2018,Littlemore,ed-tech,Online Education Platform,chennai,private equity,"30,00,000",3000000.0,private_equity
14/02/2018,Toppr,ed-tech,Online Education Platform,mumbai,private equity,"1,00,000",100000.0,private_equity
14/02/2018,Shirsa Labs,ed-tech,Integrated Kids Engagement Company,mumbai,private equity,"5,00,000",500000.0,private_equity
14/02/2018,MoneyOnMobile,technology,mobile payment platform,mumbai,private equity,"50,00,000",5000000.0,private_equity
15/02/2018,PetSutra,consumer internet,Online Pet Care Products,gurgaon,seed / angel funding,"1,48,434",148434.0,seed
15/02/2018,Infibeam,e-commerce,Online Retailing,ahemadabad,private equity,"62,30,000",6230000.0,private_equity
16/02/2018,happay,finance,Expense Management,bangalore,seed / angel funding,"2,50,000",250000.0,seed
16/02/2018,Fincash,finance,Fin-Tech,mumbai,seed / angel funding,"1,50,000",150000.0,seed
19/02/2018,AyeFinance,finance,Online Lending,gurgaon,private equity,"38,00,000",3800000.0,private_equity
20/02/2018,Agricxlab,agriculture,Agri-tech,mumbai,seed / angel funding,"5,00,000",500000.0,seed
21/02/2018,Udaan,e-commerce,B2B Marketplace,bangalore,private equity,"5,00,00,000",50000000.0,private_equity
21/02/2018,Capillary,it,SaaS,bangalore,private equity,"2,00,00,000",20000000.0,private_equity
21/02/2018,The Healthy Billions,healthcare,Analytics,gurgaon,private equity,"21,00,000",2100000.0,private_equity
26/02/2018,Avishkaar Box,ed-tech,Education,delhi,private equity,"7,72,500",772500.0,private_equity
26/02/2018,Planys Technologies,technology,Robotic InspectionStartup,chennai,private equity,"10,40,000",1040000.0,private_equity
27/02/2018,Trilyo,technology,AI platform for hospitality industry,mumbai,seed / angel funding,"2,50,000",250000.0,seed
28/02/2018,Gaana,technology,Online Music Streaming,gurgaon,private equity,"11,50,00,000",115000000.0,private_equity
28/02/2018,Credy,it,SaaS,bangalore,seed / angel funding,"14,00,000",1400000.0,seed
04/01/2018,EarlySalary,finance,Online Lending,pune,private,"1,57,00,000",15700000.0,other
09/01/2018,Lendingkart,finance,Online Lending,ahmedabad,debt funding,"47,00,000",4700000.0,debt
09/01/2018,Kinsane Entertainment Inc,entertainment,Digital Entertainment for Children,mumbai,seed/angel funding,"25,00,000",2500000.0,seed
10/01/2018,Tapzo,technology,Personal Assistant,bangalore,private equity,"19,30,000",1930000.0,private_equity
10/01/2018,Appario Retail Pvt Ltd.,e-commerce,Retail,delhi,private equity,"1,88,40,000",18840000.0,private_equity
10/01/2018,Samunnati,finance,Agricultural Loan,chennai,private equity,"2,35,00,000",23500000.0,private_equity
10/01/2018,Sahajanand Medical Technologies,technology,Medical Devices,surat,private equity,"3,62,30,000",36230000.0,private_equity
12/01/2018,Kuants,technology,Algorithmic Trading,gurgaon,angel / seed funding,"80,000",80000.0,seed
12/01/2018,Razorpay,technology,Payment Gateway,bangalore,private equity,"2,00,00,000",20000000.0,private_equity
15/01/2018,Streak,technology,Algorithmic Trading,bangalore,angel / seed funding,"3,54,600",354600.0,seed
15/01/2018,pi Ventures,finance,Venture Capital,bangalore,private equity,"2,50,00,000",25000000.0,private_equity
15/01/2018,Newgen Software,technology,IT,new delhi,private equity,"2,00,00,000",20000000.0,private_equity
17/01/2018,Rubix,technology,Education,pune,private equity,"10,00,000",1000000.0,private_equity
18/01/2018,ShareChat,technology,Social,bangalore,private equity,"1,82,00,000",18200000.0,private_equity
22/01/2018,Paperflite,technology,IT,chennai,angel / seed funding,"4,00,000",400000.0,seed
22/01/2018,HungerBox,consumer internet,Food and Beverages,bangalore,private equity,"25,00,000",2500000.0,private_equity
22/01/2018,OptaCredit,finance,Alternative Lending,chennai,private equity,"40,00,000",4000000.0,private_equity
22/01/2018,AEON Learning,technology,Education,bangalore,private equity,"32,00,000",3200000.0,private_equity
23/01/2018,Milkbasket,e-commerce,Online Grocery,gurgaon,private equity,"30,00,000",3000000.0,private_equity
24/01/2018,NeoGrowth Credit,finance,Digital Lending,mumbai,private equity,"4,70,00,000",47000000.0,private_equity
24/01/2018,Rao IIT Academy,education,Coaching Services,mumbai,structured debt,"86,00,000",8600000.0,debt
24/01/2018,Aye Finance,finance,Online Lending,gurgaon,term loan,"62,40,000",6240000.0,other
25/01/2018,GreyAtom,technology,Education,mumbai,private equity,"10,00,000",1000000.0,private_equity
26/01/2018,Axio,healthcare,Hemostatic Dressing Solutions,bangalore,private equity,"74,00,000",7400000.0,private_equity
29/01/2018,eKincare,healthcare,Technology,hyderabad,private equity,"15,00,000",1500000.0,private_equity
29/01/2018,The Wedding Brigade,consumer internet,Online Services,mumbai,private equity,"10,00,000",1000000.0,private_equity
30/01/2018,PeeSafe,healthcare,Hygiene,gurgaon,private equity,"10,00,000",1000000.0,private_equity
30/01/2018,BrowserStack,technology,Browser Testing,mumbai,private equity,"5,00,00,000",50000000.0,private_equity
30/01/2018,Scapic,technology,Virtual Reality,bangalore,angel / seed funding,"5,00,000",500000.0,seed
30/01/2018,MoneyOnMobile,technology,Mobile Payment Platform,mumbai,private equity,"76,00,000",7600000.0,private_equity
30/01/2018,CureFit,healthcare,Fitness,bangalore,debt funding,"1,00,00,000",10000000.0,debt
31/01/2018,iNurture,technology,Education Solutions,bangalore,private equity,"44,00,000",4400000.0,private_equity
05/12/2017,Dunzo,technology,Daily Task Management Mobile App,bangalore,private equity,"1,23,00,000",12300000.0,private_equity
05/12/2017,Tata Housing,real estate,Residential Project,mumbai,private equity,"2,30,00,000",23000000.0,private_equity
05/12/2017,HandyTrain,technology,Mobile Learning Management Platform,goa,private equity,"10,00,000",1000000.0,private_equity
05/12/2017,Mobycy,technology,Bicycle sharing Platform,gurgaon,seed/angel funding,"5,00,000",500000.0,seed
06/12/2017,Greenlight Planet,technology,Off-grid solar products platform,mumbai,private equity,"6,00,00,000",60000000.0,private_equity
06/12/2017,Fintobox,technology,Child Learning & Development Platform,chennai,private equity,"70,00,000",7000000.0,private_equity
07/12/2017,Mswipe,technology,Mobile point of sale services provider,mumbai,private equity,"1,00,00,000",10000000.0,private_equity
07/12/2017,The Label Life,e-commerce,Home Decor and Online Fashion Portal,mumbai,private equity,"31,00,000",3100000.0,private_equity
07/12/2017,Cygnus Hospitals,healthcare,Super speciality Hospitals,gurgaon,seed/angel funding,"7,50,000",750000.0,seed
07/12/2017,eShakti,ecommerce,"""Women\\'s Fashion Clothing Online Platform""",chennai,debt funding,"23,00,000",2300000.0,debt
